lat,lon,primary,name
48.64781,16.44573,false,"""Hintaus"", Loosdorf, Fallbach"
48.65091,16.44379,false,"Mitterfeld, Loosdorf, Fallbach"
48.45349,15.83067,false,"""Scheibe"", Fels am Wagram, Fels am Wagram"
48.45141,15.81334,false,"Dorner, Fels am Wagram, Fels am Wagram"
48.45364,15.83419,false,"Floß, Fels am Wagram, Fels am Wagram"
48.4526,15.826,false,"Hammergraben, Fels am Wagram, Fels am Wagram"
48.45218,15.82173,false,"Mitterweg, Fels am Wagram, Fels am Wagram"
48.45366,15.81886,false,"Steinagrund, Fels am Wagram, Fels am Wagram"
48.45257,15.82389,false,"Zwerigraben, Fels am Wagram, Fels am Wagram"
48.46733,15.80832,false,"Florianigasse, Gösing am Wagram, Fels am Wagram"
48.47134,15.81476,false,"Mittersteig, Gösing am Wagram, Fels am Wagram"
48.46731,15.82128,false,"Untere Zeile, Gösing am Wagram, Fels am Wagram"
48.48741,15.80645,false,"Kellerstraße, Stettenhof, Fels am Wagram"
48.4418,15.84526,false,"Kellergasse, Thürnthal, Fels am Wagram"
48.43818,15.8588,false,"Wienerstraße, Thürnthal, Fels am Wagram"
48.38338,15.5974,false,"Neubergweg, Furth bei Göttweig, Furth bei Göttweig"
48.38213,15.61785,false,"Fuchastraße/Hohlweg, Palt, Furth bei Göttweig"
48.37081,15.59942,false,"Steingasse, Steinaweg, Furth bei Göttweig"
48.37486,15.60975,false,"Zellergraben/Kellergraben, Furth bei Göttweig, Aigen, Furth bei Göttweig"
48.5895,15.7184,false,"""Kellergasse"", Kotzendorf, Gars am Kamp"
48.5772,15.6819,false,"""Kellergasse"", Maiersch, Gars am Kamp"
48.6021,15.7079,false,"""Kellergasse"", Nonndorf bei Gars, Gars am Kamp"
48.19897,15.19381,false,"Kellerhäuser, Steinwand, Harlanden, Erlauf"
48.18674,15.20121,false,"Obere Kellergasse, Harlanden, Erlauf"
48.10446,17.0431,false,"Kellergasse, Berg (Niederösterreich), Berg (Niederösterreich)"
48.46187,15.57689,false,"Kellergasse, Droß, Droß"
48.34341,16.7183,false,"Am Halterberg, Gänserndorf, Gänserndorf"
48.34338,16.7191,false,"Obere Kellergasse, Gänserndorf, Gänserndorf"
48.34244,16.72109,false,"Untere Kellergasse, Gänserndorf, Gänserndorf"
48.677,16.40048,false,"Sandgstettten, Altenmarkt, Gaubitsch"
48.67132,16.39158,false,"Schintagrube, Altenmarkt, Gaubitsch"
48.6768,16.3928,false,", Altenmarkt, Gaubitsch"
48.65957,16.37803,false,", Gaubitsch, Gaubitsch"
48.65178,16.38335,false,"Bergzeile(ugs. ""Berizäun""), Gaubitsch, Gaubitsch"
48.50277,16.55288,false,"Kellertrift ""Am Hausweingarten"", Atzelsdorf, Gaweinstal"
48.50318,16.54901,false,"Satzbergstraße, Atzelsdorf, Gaweinstal"
48.48136,16.5824,false,"Bischof-Schneider-Straße, Gaweinstal, Gaweinstal"
48.48038,16.58681,false,"Kellergasse, Gaweinstal, Gaweinstal"
48.47445,16.58335,false,"Scheicherstraße/Annastraße, Gaweinstal, Gaweinstal"
48.47883,16.58848,false,"Untere Bergstraße, Gaweinstal, Gaweinstal"
48.49799,16.56822,false,"Beim Marterl, Höbersbrunn, Gaweinstal"
48.50669,16.57558,false,"Gartenzeile, Höbersbrunn, Gaweinstal"
48.50359,16.57346,false,"Verlängerung der Gartenzeile, Höbersbrunn, Gaweinstal"
48.50782,16.57905,false,"Im Hanfthal, Höbersbrunn, Gaweinstal"
48.50237,16.57116,false,"In Kräutern / In den Greuten, Höbersbrunn, Gaweinstal"
48.48354,16.63074,false,"Langen Weingärten, Martinsdorf, Gaweinstal"
48.46857,16.64026,false,"Hintaus, Martinsdorf, Gaweinstal"
48.48751,16.54867,false,"Kreuzstettenweg, Pellendorf, Gaweinstal"
48.48634,16.55859,false,"Am Schlossberg, Pellendorf, Gaweinstal"
48.48429,16.55804,false,"Leopold-Frank-Straße, Pellendorf, Gaweinstal"
48.51509,16.62527,false,"Hobersdorfer Straße, Leitergasse, Schrick, Gaweinstal"
48.51454,16.62297,false,"Am Kellerberg, Schrick, Gaweinstal"
48.50683,16.61137,false,"Josef-Weiland-Straße, Brunnenweg, Schrick, Gaweinstal"
48.50863,16.61166,false,"Hohlweg zur Oberen Lüsse, Schrick, Gaweinstal"
48.5205,16.62742,false,"Kellergasse ""Im Holitsch"", Schrick, Gaweinstal"
48.49905,16.55389,false,"Leopold Schiffmann-Straße, Atzelsdorf, Gaweinstal"
48.75884,15.70356,false,"Nonnersdorfer Straße, Dallein, Geras"
48.43958,15.70279,false,"an der Bundesstraße, Gedersdorf, Gobelsburg, Hadersdorf am Kamp, Gedersdorf, Langenlois, Hadersdorf-Kammern"
48.43788,15.68053,false,"Holzgasse, Gedersdorf, Gedersdorf"
48.43167,15.67219,false,"Marchgasse, Gedersdorf, Rohrendorf bei Krems, Gedersdorf, Rohrendorf bei Krems"
48.43381,15.67484,false,"Reisenthal, Gedersdorf, Gedersdorf"
48.43271,15.67369,false,"Schäffgasse, Gedersdorf, Gedersdorf"
48.43579,15.67778,false,"Weidgasse (auch: Weitgasse), Gedersdorf, Gedersdorf"
48.434198,15.678735,false,"Leithenweg, Gedersdorf, Gedersdorf"
48.61783,16.35763,false,"Hintaus, Eichenbrunn, Gnadendorf"
48.61892,16.35241,false,"Trift, Eichenbrunn, Gnadendorf"
48.61442,16.40104,false,"Bei der Kirche, Gnadendorf, Gnadendorf"
48.61643,16.40179,false,"Hauptstraße, Gnadendorf, Gnadendorf"
48.61812,16.39125,false,"Eichenbrunner Straße, Gnadendorf, Gnadendorf"
48.61832,16.40304,false,"Kellergstetten, Gnadendorf, Gnadendorf"
48.61239,16.34105,false,"Hintaus, Röhrabrunn, Gnadendorf"
48.61204,16.41955,false,"Beim Friedhof, Wenzersdorf, Gnadendorf"
48.61526,16.43344,false,"Am Anger, Zwentendorf, Gnadendorf"
48.61091,16.43287,false,"Hintaus, Zwentendorf, Gnadendorf"
48.06828,16.70296,false,"Kellergasse, Arbesthal, Göttlesbrunn-Arbesthal"
48.05735,16.74158,false,"Florianigasse, Göttlesbrunn, Göttlesbrunn-Arbesthal"
48.0645,16.73774,false,"Kellergasse, Göttlesbrunn, Göttlesbrunn-Arbesthal"
48.05775,16.74091,false,"Kiragstettn (Lehmgstettn), Göttlesbrunn, Göttlesbrunn-Arbesthal"
48.05835,16.73518,false,"Kräftenweg, Göttlesbrunn, Göttlesbrunn-Arbesthal"
48.25009,15.42006,false,", Gerolding, Dunkelsteinerwald (Gemeinde)"
48.45837,15.79053,false,"Kellergasse Feuersbrunn, Feuersbrunn, Grafenwörth"
48.42955,15.81474,false,"""Vorderwugger"", Wagram am Wagram, Grafenwörth"
48.42903,15.80834,false,"Wora-Kellergasse, Wagram am Wagram, Grafenwörth"
48.36321,16.49596,false,"Kellergasse, Eibesbrunn, Großebersdorf"
48.36149,16.49662,false,"Weinberggasse, Eibesbrunn, Großebersdorf"
48.36914,16.47209,false,"Am Gänsberg, Großebersdorf, Großebersdorf"
48.3637,16.47004,false,"Kellergasse, Großebersdorf, Großebersdorf"
48.36338,16.46474,false,"Schulgasse, Bgm.-Josef-Strobl-Gasse, Großebersdorf, Großebersdorf"
48.385,16.43198,false,"Mittelstraße, Manhartsbrunn, Großebersdorf"
48.3864,16.43799,false,"Zum Alten Hof, Manhartsbrunn, Großebersdorf"
48.3685,16.45457,false,"Landstraße (Schulgasse), Putzing, Großebersdorf"
48.36692,16.45321,false,"Verlängerung der Hauptstraße, Putzing, Großebersdorf"
48.36977,16.44624,false,"Hoadweg, Putzing, Großebersdorf"
48.36194,16.56337,false,"Kellergasse, Stallberg, Großengersdorf, Großengersdorf"
48.35939,16.57328,false,"Satzgraben, Großengersdorf, Großengersdorf"
48.63672,16.74527,false,"Kapellenberg, Althöflein, Großkrut"
48.61631,16.72081,false,"Satzen I, Ginzersdorf, Großkrut"
48.61681,16.71655,false,"Satzen II, Ginzersdorf, Großkrut"
48.6498,16.71395,false,"Kellerberg, Großkrut, Großkrut"
48.64965,16.73345,false,"Lundenburgerstraße, Großkrut, Althöflein, Großkrut"
48.64749,16.72953,false,", Großkrut, Großkrut"
48.2948,16.5604,false,"Kellergasse Am Wagram, Deutsch-Wagram, Deutsch-Wagram"
48.79588,15.37014,false,"Kellergasse, Dietmanns, Dietmanns"
48.63652,15.988868,false,"Kellergasse Großnondorf, Kellertrift, Großnondorf, Guntersdorf"
48.63271,15.98275,false,"Kellergasse Richtung Mittergrabern, Kleine Kellergasse, Großnondorf, Guntersdorf"
48.65008,16.05286,false,"Kellergasse Guntersdorf, ""Josefstadt"", Guntersdorf, Guntersdorf"
48.6463,16.05091,false,", Guntersdorf, Guntersdorf"
48.59026,16.19604,false,"Kellergasse Altenmarkt im Thale / Latschenberg, Altenmarkt im Thale, Hollabrunn"
48.58538,16.097101,false,"Kellergasse Aspersdorf / Kirchberg, Aspersdorf, Hollabrunn"
48.509117,16.070075,false,"Goldgrübl Kellergasse, Breitenwaida, Hollabrunn"
48.51495,16.06362,false,"Kellergasse bei Kirche, Breitenwaida, Hollabrunn"
48.51441,16.06439,false,"Kellergasse Richtung Friedhof, Breitenwaida, Hollabrunn"
48.50778,16.0569,false,"Kellergasse Kleedorf, Breitenwaida, Hollabrunn"
48.52693,16.0573,false,"Kleine Kellergasse / Kellerweg, Dietersdorf, Hollabrunn"
48.52836,16.054587,false,"(Große) Kellergasse, Dietersdorf, Hollabrunn"
48.572012,16.170865,false,"Kellergasse Eggendorf im Thale, Eggendorf im Thale, Hollabrunn"
48.58906,16.24102,false,"Kellergasse Enzersdorf im Thale / Kapellenweg, Enzersdorf im Thale, Hollabrunn"
48.57556,15.994594,false,"Kellergasse Groß / Friedhofgasse, Groß, Hollabrunn"
48.570491,15.990658,false,"Kleine Kellergasse / Fellabrunner Straße, Groß, Hollabrunn"
48.562515,16.054517,false,"Sitzendorfer Kellergasse, Hollabrunn, Hollabrunn"
48.570312,16.068794,false,"Gerichtsbergkellergasse und -platzl, Hollabrunn, Hollabrunn"
48.571059,16.062777,false,"Satzer Kellergasse, Hollabrunn, Hollabrunn"
48.593672,16.239183,false,"Kellergasse Kleinkadolz, Kleinkadolz, Hollabrunn"
48.573067,15.979717,false,"Heckenweg Kellergasse, Kleinstelzendorf, Hollabrunn"
48.573414,15.978184,false,"Leitenweg Kellergasse, Kleinstelzendorf, Hollabrunn"
48.572305,15.981659,false,"Weidenweg Kellergasse, Kleinstelzendorf, Hollabrunn"
